"run1", "run2", "run3", "run4", "run5", "run6", "run7", "run8", "run9", "run10"
0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0
0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333
0.5, 0.25, 0.0, 0.25, 0.0, 0.25, 0.75, 0.0, 0.5, 0.25
0.4, 0.2, 0.0, 0.2, 0.0, 0.2, 0.6, 0.2, 0.4, 0.2
0.3333333333333333, 0.16666666666666666, 0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333
0.2857142857142857, 0.2857142857142857, 0.0, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855
0.25, 0.375, 0.0, 0.375, 0.25, 0.25, 0.375, 0.25, 0.25, 0.375
0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333
0.3, 0.4, 0.1, 0.3, 0.2, 0.2, 0.3, 0.2, 0.2, 0.3
0.36363636363636365, 0.36363636363636365, 0.09090909090909091, 0.2727272727272727, 0.2727272727272727, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727
0.3333333333333333, 0.3333333333333333, 0.08333333333333333, 0.25, 0.25, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333
0.38461538461538464, 0.38461538461538464, 0.15384615384615385, 0.3076923076923077, 0.23076923076923078, 0.15384615384615385, 0.3076923076923077, 0.15384615384615385, 0.3076923076923077, 0.3076923076923077
0.35714285714285715, 0.35714285714285715, 0.14285714285714285, 0.2857142857142857, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.21428571428571427, 0.2857142857142857, 0.35714285714285715
0.3333333333333333, 0.4, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.2, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.3333333333333333
0.3125, 0.375, 0.125, 0.3125, 0.25, 0.1875, 0.25, 0.25, 0.3125, 0.3125
0.29411764705882354, 0.35294117647058826, 0.11764705882352941, 0.29411764705882354, 0.23529411764705882, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.35294117647058826
0.2777777777777778, 0.3333333333333333, 0.16666666666666666, 0.2777777777777778, 0.2777777777777778, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.2777777777777778, 0.3333333333333333
0.2631578947368421, 0.3157894736842105, 0.15789473684210525, 0.2631578947368421, 0.3157894736842105, 0.15789473684210525, 0.21052631578947367, 0.21052631578947367, 0.2631578947368421, 0.3157894736842105
0.25, 0.35, 0.2, 0.25, 0.3, 0.15, 0.2, 0.2, 0.3, 0.35
0.2857142857142857, 0.3333333333333333, 0.19047619047619047, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.19047619047619047, 0.19047619047619047, 0.3333333333333333, 0.3333333333333333
0.2727272727272727, 0.36363636363636365, 0.22727272727272727, 0.3181818181818182, 0.3181818181818182, 0.13636363636363635, 0.18181818181818182, 0.18181818181818182, 0.3181818181818182, 0.3181818181818182
0.30434782608695654, 0.34782608695652173, 0.2608695652173913, 0.30434782608695654, 0.30434782608695654, 0.13043478260869565, 0.17391304347826086, 0.17391304347826086, 0.30434782608695654, 0.30434782608695654
0.2916666666666667, 0.3333333333333333, 0.25, 0.3333333333333333, 0.2916666666666667, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.2916666666666667, 0.2916666666666667
0.28, 0.32, 0.24, 0.32, 0.32, 0.16, 0.2, 0.16, 0.32, 0.28
0.2692307692307692, 0.3076923076923077, 0.2692307692307692, 0.3076923076923077, 0.3076923076923077, 0.15384615384615385, 0.23076923076923078, 0.15384615384615385, 0.3076923076923077, 0.3076923076923077
0.25925925925925924, 0.2962962962962963, 0.25925925925925924, 0.2962962962962963, 0.2962962962962963, 0.18518518518518517, 0.2222222222222222, 0.14814814814814814, 0.2962962962962963, 0.2962962962962963
0.25, 0.2857142857142857, 0.25, 0.2857142857142857, 0.2857142857142857, 0.17857142857142858, 0.21428571428571427, 0.14285714285714285, 0.32142857142857145, 0.2857142857142857
0.2413793103448276, 0.3103448275862069, 0.2413793103448276, 0.27586206896551724, 0.27586206896551724, 0.1724137931034483, 0.20689655172413793, 0.13793103448275862, 0.3103448275862069, 0.27586206896551724
0.23333333333333334, 0.3333333333333333, 0.26666666666666666, 0.26666666666666666, 0.26666666666666666, 0.2, 0.2, 0.16666666666666666, 0.3333333333333333, 0.26666666666666666
0.22580645161290322, 0.3225806451612903, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.1935483870967742, 0.1935483870967742, 0.16129032258064516, 0.3225806451612903, 0.25806451612903225
0.21875, 0.3125, 0.25, 0.28125, 0.25, 0.1875, 0.1875, 0.1875, 0.3125, 0.25
0.21212121212121213, 0.30303030303030304, 0.2727272727272727, 0.30303030303030304, 0.2727272727272727, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.30303030303030304, 0.24242424242424243
0.20588235294117646, 0.3235294117647059, 0.2647058823529412, 0.29411764705882354, 0.2647058823529412, 0.17647058823529413, 0.20588235294117646, 0.20588235294117646, 0.3235294117647059, 0.2647058823529412
0.2, 0.34285714285714286, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2, 0.22857142857142856, 0.22857142857142856, 0.3142857142857143, 0.2571428571428571
0.19444444444444445, 0.3333333333333333, 0.2777777777777778, 0.2777777777777778, 0.2777777777777778, 0.19444444444444445, 0.2222222222222222, 0.2222222222222222, 0.3055555555555556, 0.25
0.1891891891891892, 0.32432432432432434, 0.2702702702702703, 0.2972972972972973, 0.2702702702702703, 0.1891891891891892, 0.21621621621621623, 0.24324324324324326, 0.32432432432432434, 0.24324324324324326
0.18421052631578946, 0.34210526315789475, 0.2894736842105263, 0.3157894736842105, 0.2631578947368421, 0.18421052631578946, 0.21052631578947367, 0.23684210526315788, 0.34210526315789475, 0.2631578947368421
0.1794871794871795, 0.358974358974359, 0.28205128205128205, 0.3076923076923077, 0.2564102564102564, 0.1794871794871795, 0.20512820512820512, 0.23076923076923078, 0.3333333333333333, 0.28205128205128205
0.2, 0.375, 0.275, 0.3, 0.275, 0.175, 0.225, 0.225, 0.325, 0.275
0.21951219512195122, 0.36585365853658536, 0.2926829268292683, 0.2926829268292683, 0.2682926829268293, 0.17073170731707318, 0.21951219512195122, 0.24390243902439024, 0.3170731707317073, 0.2926829268292683
0.23809523809523808, 0.38095238095238093, 0.30952380952380953, 0.2857142857142857, 0.2619047619047619, 0.16666666666666666, 0.21428571428571427, 0.23809523809523808, 0.3333333333333333, 0.2857142857142857
0.23255813953488372, 0.37209302325581395, 0.3023255813953488, 0.27906976744186046, 0.2558139534883721, 0.18604651162790697, 0.23255813953488372, 0.23255813953488372, 0.3488372093023256, 0.3023255813953488
0.22727272727272727, 0.36363636363636365, 0.29545454545454547, 0.29545454545454547, 0.25, 0.18181818181818182, 0.25, 0.22727272727272727, 0.3409090909090909, 0.29545454545454547
0.2222222222222222, 0.37777777777777777, 0.28888888888888886, 0.3111111111111111, 0.24444444444444444, 0.2, 0.24444444444444444, 0.24444444444444444, 0.35555555555555557, 0.28888888888888886
0.21739130434782608, 0.391304347826087, 0.2826086956521739, 0.32608695652173914, 0.2391304347826087, 0.1956521739130435, 0.2391304347826087, 0.2391304347826087, 0.34782608695652173, 0.2826086956521739
0.23404255319148937, 0.40425531914893614, 0.2978723404255319, 0.3191489361702128, 0.2553191489361702, 0.19148936170212766, 0.2553191489361702, 0.23404255319148937, 0.3404255319148936, 0.2978723404255319
